

























Thinking np: N 4 - 4 examples
Removed micro-clusters: 73 label: 4 category: normal
Removed micro-clusters: 78 label: 4 category: normal
Removed micro-clusters: 78 label: 4 category: normal
Removed micro-clusters: 79 label: 4 category: normal
Removed micro-clusters: 79 label: 4 category: normal
Removed micro-clusters: 79 label: 4 category: normal
Removed micro-clusters: 79 label: 4 category: normal
Removed micro-clusters: 79 label: 4 category: normal
Removed micro-clusters: 80 label: 4 category: normal
Removed micro-clusters: 83 label: 4 category: normal
Removed micro-clusters: 83 label: 4 category: normal
Removed micro-clusters: 83 label: 4 category: normal
Removed micro-clusters: 85 label: 4 category: normal
Removed micro-clusters: 86 label: 4 category: normal
Removed micro-clusters: 87 label: 4 category: normal
Removed micro-clusters: 92 label: 4 category: normal
Removed micro-clusters: 94 label: 4 category: normal
Removed micro-clusters: 95 label: 4 category: normal
Removed micro-clusters: 98 label: 4 category: normal
Removed micro-clusters: 99 label: 4 category: normal
Removed micro-clusters: 102 label: 4 category: normal
Removed micro-clusters: 102 label: 4 category: normal
Timestamp: 1000 - removed micro-clusters: 203 - model's size [4]:103
Timestamp: 1000 - removed micro-clusters: 203 - model's size [NP7]:1
Timestamp: 1000 - removed micro-clusters: 203 - model's size [NP6]:1
Timestamp: 1000 - removed micro-clusters: 203 - model's size [NP9]:1
Timestamp: 1000 - removed micro-clusters: 203 - model's size [NP8]:1









Thinking np: N NP8 - 4 examples

Thinking np: N NP8 - 4 examples

Thinking np: N NP8 - 4 examples

Removed examples from short-time-memory: 549	 True labels: [2]
Removed examples from short-time-memory: 774	 True labels: [1]
Removed examples from short-time-memory: 931	 True labels: [0, 2]
Removed examples from short-time-memory: 938	 True labels: [1, 3, 4]
Timestamp: 1500 - removed micro-clusters: 0 - model's size [NP13]:1
Timestamp: 1500 - removed micro-clusters: 0 - model's size [NP14]:1
Timestamp: 1500 - removed micro-clusters: 0 - model's size [NP15]:1
Timestamp: 1500 - removed micro-clusters: 0 - model's size [NP16]:1
Removed micro-clusters: 1 label: NP10 category: nov
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP10]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP11]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP12]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP17]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP18]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP19]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP24]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP25]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP26]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP27]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP20]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP21]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP22]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP23]:1
Timestamp: 1500 - removed micro-clusters: 1 - model's size [NP1]:1
Removed micro-clusters: 0 label: 0 category: normal
Removed micro-clusters: 2 label: 0 category: normal
Removed micro-clusters: 4 label: 0 category: normal
Removed micro-clusters: 19 label: 0 category: normal
Removed micro-clusters: 20 label: 0 category: normal
Removed micro-clusters: 20 label: 0 category: normal
Removed micro-clusters: 22 label: 0 category: normal
Removed micro-clusters: 23 label: 0 category: normal
Removed micro-clusters: 30 label: 0 category: normal
Removed micro-clusters: 30 label: 0 category: normal
Removed micro-clusters: 32 label: 0 category: normal
Removed micro-clusters: 32 label: 0 category: normal
Removed micro-clusters: 34 label: 0 category: normal
Removed micro-clusters: 35 label: 0 category: normal
Removed micro-clusters: 36 label: 0 category: normal
Removed micro-clusters: 38 label: 0 category: normal
Removed micro-clusters: 38 label: 0 category: normal
Timestamp: 1500 - removed micro-clusters: 18 - model's size [0]:40
Timestamp: 1500 - removed micro-clusters: 18 - model's size [NP3]:1
Removed micro-clusters: 1 label: 1 category: normal
Removed micro-clusters: 2 label: 1 category: normal
Removed micro-clusters: 2 label: 1 category: normal
Removed micro-clusters: 5 label: 1 category: normal
Removed micro-clusters: 8 label: 1 category: normal
Removed micro-clusters: 10 label: 1 category: normal
Removed micro-clusters: 10 label: 1 category: normal
Removed micro-clusters: 13 label: 1 category: normal
Removed micro-clusters: 17 label: 1 category: normal
Removed micro-clusters: 17 label: 1 category: normal
Removed micro-clusters: 23 label: 1 category: normal
Removed micro-clusters: 25 label: 1 category: normal
Removed micro-clusters: 26 label: 1 category: normal
Removed micro-clusters: 27 label: 1 category: normal
Removed micro-clusters: 32 label: 1 category: normal
Removed micro-clusters: 34 label: 1 category: normal
Removed micro-clusters: 34 label: 1 category: normal
Removed micro-clusters: 34 label: 1 category: normal
Removed micro-clusters: 36 label: 1 category: normal
Removed micro-clusters: 41 label: 1 category: normal
Removed micro-clusters: 45 label: 1 category: normal
Removed micro-clusters: 45 label: 1 category: normal
Removed micro-clusters: 47 label: 1 category: normal
Removed micro-clusters: 49 label: 1 category: normal
Removed micro-clusters: 51 label: 1 category: normal
Removed micro-clusters: 52 label: 1 category: normal
Removed micro-clusters: 54 label: 1 category: normal
Removed micro-clusters: 54 label: 1 category: normal
Removed micro-clusters: 58 label: 1 category: normal
Removed micro-clusters: 60 label: 1 category: normal
Removed micro-clusters: 60 label: 1 category: normal
Removed micro-clusters: 64 label: 1 category: normal
Timestamp: 1500 - removed micro-clusters: 50 - model's size [1]:69
Timestamp: 1500 - removed micro-clusters: 50 - model's size [NP2]:1
Removed micro-clusters: 0 label: 2 category: normal
Removed micro-clusters: 1 label: 2 category: normal
Removed micro-clusters: 4 label: 2 category: normal
Removed micro-clusters: 6 label: 2 category: normal
Removed micro-clusters: 6 label: 2 category: normal
Removed micro-clusters: 8 label: 2 category: normal
Removed micro-clusters: 9 label: 2 category: normal
Removed micro-clusters: 12 label: 2 category: normal
Removed micro-clusters: 22 label: 2 category: normal
Removed micro-clusters: 22 label: 2 category: normal
Removed micro-clusters: 24 label: 2 category: normal
Removed micro-clusters: 25 label: 2 category: normal
Removed micro-clusters: 30 label: 2 category: normal
Removed micro-clusters: 31 label: 2 category: normal
Removed micro-clusters: 31 label: 2 category: normal
Removed micro-clusters: 35 label: 2 category: normal
Removed micro-clusters: 38 label: 2 category: normal
Removed micro-clusters: 43 label: 2 category: normal
Timestamp: 1500 - removed micro-clusters: 68 - model's size [2]:46
Timestamp: 1500 - removed micro-clusters: 68 - model's size [NP5]:1
Removed micro-clusters: 0 label: 3 category: normal
Removed micro-clusters: 12 label: 3 category: normal
Removed micro-clusters: 15 label: 3 category: normal
Removed micro-clusters: 16 label: 3 category: normal
Removed micro-clusters: 19 label: 3 category: normal
Removed micro-clusters: 24 label: 3 category: normal
Removed micro-clusters: 24 label: 3 category: normal
Removed micro-clusters: 24 label: 3 category: normal
Removed micro-clusters: 24 label: 3 category: normal
Removed micro-clusters: 25 label: 3 category: normal
Removed micro-clusters: 27 label: 3 category: normal
Removed micro-clusters: 27 label: 3 category: normal
Removed micro-clusters: 27 label: 3 category: normal
Removed micro-clusters: 27 label: 3 category: normal
Removed micro-clusters: 33 label: 3 category: normal
Removed micro-clusters: 34 label: 3 category: normal
Removed micro-clusters: 38 label: 3 category: normal
Removed micro-clusters: 41 label: 3 category: normal
Removed micro-clusters: 44 label: 3 category: normal
Removed micro-clusters: 46 label: 3 category: normal
Removed micro-clusters: 46 label: 3 category: normal
Removed micro-clusters: 46 label: 3 category: normal
Removed micro-clusters: 49 label: 3 category: normal
Removed micro-clusters: 50 label: 3 category: normal
Removed micro-clusters: 50 label: 3 category: normal
Removed micro-clusters: 50 label: 3 category: normal
Removed micro-clusters: 51 label: 3 category: normal
Removed micro-clusters: 51 label: 3 category: normal
Removed micro-clusters: 55 label: 3 category: normal
Removed micro-clusters: 57 label: 3 category: normal
Removed micro-clusters: 68 label: 3 category: normal
Removed micro-clusters: 71 label: 3 category: normal
Removed micro-clusters: 72 label: 3 category: normal
Timestamp: 1500 - removed micro-clusters: 101 - model's size [3]:73
Timestamp: 1500 - removed micro-clusters: 101 - model's size [NP4]:1
Removed micro-clusters: 7 label: 4 category: normal
Removed micro-clusters: 10 label: 4 category: normal
Removed micro-clusters: 12 label: 4 category: normal
Removed micro-clusters: 14 label: 4 category: normal
Removed micro-clusters: 17 label: 4 category: normal
Removed micro-clusters: 23 label: 4 category: normal
Removed micro-clusters: 26 label: 4 category: normal
Removed micro-clusters: 30 label: 4 category: normal
Removed micro-clusters: 41 label: 4 category: normal
Removed micro-clusters: 50 label: 4 category: normal
Removed micro-clusters: 50 label: 4 category: normal
Removed micro-clusters: 50 label: 4 category: normal
Removed micro-clusters: 51 label: 4 category: normal
Removed micro-clusters: 55 label: 4 category: normal
Removed micro-clusters: 58 label: 4 category: normal
Removed micro-clusters: 58 label: 4 category: normal
Removed micro-clusters: 59 label: 4 category: normal
Removed micro-clusters: 61 label: 4 category: normal
Removed micro-clusters: 61 label: 4 category: normal
Removed micro-clusters: 61 label: 4 category: normal
Removed micro-clusters: 64 label: 4 category: normal
Removed micro-clusters: 68 label: 4 category: normal
Removed micro-clusters: 68 label: 4 category: normal
Removed micro-clusters: 69 label: 4 category: normal
Removed micro-clusters: 71 label: 4 category: normal
Removed micro-clusters: 71 label: 4 category: normal
Removed micro-clusters: 71 label: 4 category: normal
Removed micro-clusters: 72 label: 4 category: normal
Removed micro-clusters: 72 label: 4 category: normal
Removed micro-clusters: 73 label: 4 category: normal
Timestamp: 1500 - removed micro-clusters: 131 - model's size [4]:73
Timestamp: 1500 - removed micro-clusters: 131 - model's size [NP7]:1
Timestamp: 1500 - removed micro-clusters: 131 - model's size [NP6]:1
Timestamp: 1500 - removed micro-clusters: 131 - model's size [NP9]:1
Timestamp: 1500 - removed micro-clusters: 131 - model's size [NP8]:1



Thinking np: N NP8 - 4 examples

Thinking np: N NP8 - 4 examples







Thinking np: N NP8 - 4 examples




Removed examples from short-time-memory: 1079	 True labels: [0, 2]
Removed examples from short-time-memory: 1407	 True labels: [0]
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP13]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP14]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP15]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP16]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP10]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP11]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP12]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP17]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP18]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP19]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP24]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP25]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP26]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP27]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP20]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP21]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP22]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP23]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP28]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP29]:1
Timestamp: 2000 - removed micro-clusters: 0 - model's size [NP1]:1
Removed micro-clusters: 3 label: 0 category: normal
Removed micro-clusters: 8 label: 0 category: normal
Removed micro-clusters: 9 label: 0 category: normal
Removed micro-clusters: 9 label: 0 category: normal
Removed micro-clusters: 10 label: 0 category: normal
Removed micro-clusters: 15 label: 0 category: normal
Removed micro-clusters: 16 label: 0 category: normal
Removed micro-clusters: 18 label: 0 category: normal
Removed micro-clusters: 19 label: 0 category: normal
Removed micro-clusters: 21 label: 0 category: normal
Timestamp: 2000 - removed micro-clusters: 10 - model's size [0]:30
Timestamp: 2000 - removed micro-clusters: 10 - model's size [NP3]:1
Removed micro-clusters: 2 label: 1 category: normal
Removed micro-clusters: 3 label: 1 category: normal
Removed micro-clusters: 6 label: 1 category: normal
Removed micro-clusters: 6 label: 1 category: normal
Removed micro-clusters: 7 label: 1 category: normal
Removed micro-clusters: 13 label: 1 category: normal
Removed micro-clusters: 15 label: 1 category: normal
Removed micro-clusters: 16 label: 1 category: normal
Removed micro-clusters: 18 label: 1 category: normal
Removed micro-clusters: 19 label: 1 category: normal
Removed micro-clusters: 20 label: 1 category: normal
Removed micro-clusters: 20 label: 1 category: normal
Removed micro-clusters: 20 label: 1 category: normal
Removed micro-clusters: 25 label: 1 category: normal
Removed micro-clusters: 26 label: 1 category: normal
Removed micro-clusters: 26 label: 1 category: normal
Removed micro-clusters: 26 label: 1 category: normal
Removed micro-clusters: 30 label: 1 category: normal
Removed micro-clusters: 31 label: 1 category: normal
Removed micro-clusters: 33 label: 1 category: normal
Removed micro-clusters: 34 label: 1 category: normal
Removed micro-clusters: 34 label: 1 category: normal
Removed micro-clusters: 34 label: 1 category: normal
Removed micro-clusters: 36 label: 1 category: normal
Removed micro-clusters: 36 label: 1 category: normal
Removed micro-clusters: 41 label: 1 category: normal
Timestamp: 2000 - removed micro-clusters: 36 - model's size [1]:43
Timestamp: 2000 - removed micro-clusters: 36 - model's size [NP2]:1
Removed micro-clusters: 1 label: 2 category: normal
Removed micro-clusters: 3 label: 2 category: normal
Removed micro-clusters: 3 label: 2 category: normal
Removed micro-clusters: 3 label: 2 category: normal
Removed micro-clusters: 3 label: 2 category: normal
Removed micro-clusters: 4 label: 2 category: normal
Removed micro-clusters: 7 label: 2 category: normal
Removed micro-clusters: 9 label: 2 category: normal
Removed micro-clusters: 10 label: 2 category: normal
Removed micro-clusters: 11 label: 2 category: normal
Removed micro-clusters: 15 label: 2 category: normal
Removed micro-clusters: 15 label: 2 category: normal
Removed micro-clusters: 17 label: 2 category: normal
Removed micro-clusters: 18 label: 2 category: normal
Removed micro-clusters: 20 label: 2 category: normal
Removed micro-clusters: 26 label: 2 category: normal
Removed micro-clusters: 26 label: 2 category: normal
Removed micro-clusters: 27 label: 2 category: normal
Timestamp: 2000 - removed micro-clusters: 54 - model's size [2]:28
Timestamp: 2000 - removed micro-clusters: 54 - model's size [NP5]:1
Removed micro-clusters: 4 label: 3 category: normal
Removed micro-clusters: 4 label: 3 category: normal
Removed micro-clusters: 6 label: 3 category: normal
Removed micro-clusters: 10 label: 3 category: normal
Removed micro-clusters: 10 label: 3 category: normal
Removed micro-clusters: 11 label: 3 category: normal
Removed micro-clusters: 15 label: 3 category: normal
Removed micro-clusters: 15 label: 3 category: normal
Removed micro-clusters: 15 label: 3 category: normal
Removed micro-clusters: 15 label: 3 category: normal
Removed micro-clusters: 19 label: 3 category: normal
Removed micro-clusters: 21 label: 3 category: normal
Removed micro-clusters: 21 label: 3 category: normal
Removed micro-clusters: 21 label: 3 category: normal
Removed micro-clusters: 22 label: 3 category: normal
Removed micro-clusters: 24 label: 3 category: normal
Removed micro-clusters: 25 label: 3 category: normal
Removed micro-clusters: 26 label: 3 category: normal
Removed micro-clusters: 26 label: 3 category: normal
Removed micro-clusters: 26 label: 3 category: normal
Removed micro-clusters: 26 label: 3 category: normal
Removed micro-clusters: 27 label: 3 category: normal
Removed micro-clusters: 29 label: 3 category: normal
Removed micro-clusters: 31 label: 3 category: normal
Removed micro-clusters: 32 label: 3 category: normal
Removed micro-clusters: 33 label: 3 category: normal
Removed micro-clusters: 35 label: 3 category: normal
Removed micro-clusters: 35 label: 3 category: normal
Removed micro-clusters: 35 label: 3 category: normal
Removed micro-clusters: 36 label: 3 category: normal
Removed micro-clusters: 36 label: 3 category: normal
Removed micro-clusters: 38 label: 3 category: normal
Removed micro-clusters: 38 label: 3 category: normal
Removed micro-clusters: 39 label: 3 category: normal
Timestamp: 2000 - removed micro-clusters: 88 - model's size [3]:39
Timestamp: 2000 - removed micro-clusters: 88 - model's size [NP4]:1
Removed micro-clusters: 0 label: 4 category: normal
Removed micro-clusters: 0 label: 4 category: normal
Removed micro-clusters: 4 label: 4 category: normal
Removed micro-clusters: 4 label: 4 category: normal
Removed micro-clusters: 5 label: 4 category: normal
Removed micro-clusters: 5 label: 4 category: normal
Removed micro-clusters: 5 label: 4 category: normal
Removed micro-clusters: 5 label: 4 category: normal
Removed micro-clusters: 6 label: 4 category: normal
Removed micro-clusters: 9 label: 4 category: normal
Removed micro-clusters: 13 label: 4 category: normal
Removed micro-clusters: 15 label: 4 category: normal
Removed micro-clusters: 18 label: 4 category: normal
Removed micro-clusters: 18 label: 4 category: normal
Removed micro-clusters: 18 label: 4 category: normal
Removed micro-clusters: 23 label: 4 category: normal
Removed micro-clusters: 28 label: 4 category: normal
Removed micro-clusters: 28 label: 4 category: normal
Removed micro-clusters: 35 label: 4 category: normal
Removed micro-clusters: 40 label: 4 category: normal
Removed micro-clusters: 40 label: 4 category: normal
Removed micro-clusters: 41 label: 4 category: normal
Removed micro-clusters: 41 label: 4 category: normal
Removed micro-clusters: 43 label: 4 category: normal
Removed micro-clusters: 44 label: 4 category: normal
Removed micro-clusters: 45 label: 4 category: normal
Removed micro-clusters: 46 label: 4 category: normal
Timestamp: 2000 - removed micro-clusters: 115 - model's size [4]:46
Timestamp: 2000 - removed micro-clusters: 115 - model's size [NP7]:1
Timestamp: 2000 - removed micro-clusters: 115 - model's size [NP6]:1
Timestamp: 2000 - removed micro-clusters: 115 - model's size [NP9]:1
Timestamp: 2000 - removed micro-clusters: 115 - model's size [NP8]:1
Timestamp: 2000 - removed micro-clusters: 115 - model's size [NP30]:1



Thinking np: N NP30 - 4 examples
Thinking np: N NP30 - 4 examples







Thinking np: N NP30 - 4 examples
Removed examples from short-time-memory: 1556	 True labels: [1, 4]
Removed examples from short-time-memory: 1621	 True labels: [0]
Removed examples from short-time-memory: 1763	 True labels: [0]
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP13]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP14]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP15]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP16]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP31]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP10]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP32]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP11]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP33]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP12]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP17]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP18]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP19]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP24]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP25]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP26]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP27]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP20]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP21]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP22]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP23]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP28]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP29]:1
Timestamp: 2500 - removed micro-clusters: 0 - model's size [NP1]:1
Removed micro-clusters: 5 label: 0 category: normal
Removed micro-clusters: 6 label: 0 category: normal
Removed micro-clusters: 14 label: 0 category: normal
Removed micro-clusters: 14 label: 0 category: normal
Removed micro-clusters: 14 label: 0 category: normal
Removed micro-clusters: 16 label: 0 category: normal
Removed micro-clusters: 19 label: 0 category: normal
Removed micro-clusters: 19 label: 0 category: normal
Removed micro-clusters: 21 label: 0 category: normal
Timestamp: 2500 - removed micro-clusters: 9 - model's size [0]:21
Timestamp: 2500 - removed micro-clusters: 9 - model's size [NP3]:1
Removed micro-clusters: 3 label: 1 category: normal
Removed micro-clusters: 5 label: 1 category: normal
Removed micro-clusters: 5 label: 1 category: normal
Removed micro-clusters: 5 label: 1 category: normal
Removed micro-clusters: 6 label: 1 category: normal
Removed micro-clusters: 17 label: 1 category: normal
Removed micro-clusters: 26 label: 1 category: normal
Removed micro-clusters: 26 label: 1 category: normal
Removed micro-clusters: 27 label: 1 category: normal
Removed micro-clusters: 29 label: 1 category: normal
Removed micro-clusters: 29 label: 1 category: normal
Removed micro-clusters: 29 label: 1 category: normal
Removed micro-clusters: 29 label: 1 category: normal
Timestamp: 2500 - removed micro-clusters: 22 - model's size [1]:30
Timestamp: 2500 - removed micro-clusters: 22 - model's size [NP2]:1
Removed micro-clusters: 4 label: 2 category: normal
Removed micro-clusters: 5 label: 2 category: normal
Removed micro-clusters: 7 label: 2 category: normal
Removed micro-clusters: 7 label: 2 category: normal
Removed micro-clusters: 16 label: 2 category: normal
Timestamp: 2500 - removed micro-clusters: 27 - model's size [2]:23
Timestamp: 2500 - removed micro-clusters: 27 - model's size [NP5]:1
Removed micro-clusters: 0 label: 3 category: normal
Removed micro-clusters: 0 label: 3 category: normal
Removed micro-clusters: 6 label: 3 category: normal
Removed micro-clusters: 6 label: 3 category: normal
Removed micro-clusters: 6 label: 3 category: normal
Removed micro-clusters: 6 label: 3 category: normal
Removed micro-clusters: 6 label: 3 category: normal
Removed micro-clusters: 6 label: 3 category: normal
Removed micro-clusters: 6 label: 3 category: normal
Removed micro-clusters: 9 label: 3 category: normal
Removed micro-clusters: 12 label: 3 category: normal
Removed micro-clusters: 12 label: 3 category: normal
Removed micro-clusters: 23 label: 3 category: normal
Removed micro-clusters: 25 label: 3 category: normal
Timestamp: 2500 - removed micro-clusters: 41 - model's size [3]:25
Timestamp: 2500 - removed micro-clusters: 41 - model's size [NP4]:1
Removed micro-clusters: 0 label: 4 category: normal
Removed micro-clusters: 2 label: 4 category: normal
Removed micro-clusters: 3 label: 4 category: normal
Removed micro-clusters: 12 label: 4 category: normal
Removed micro-clusters: 13 label: 4 category: normal
Removed micro-clusters: 13 label: 4 category: normal
Removed micro-clusters: 13 label: 4 category: normal
Removed micro-clusters: 18 label: 4 category: normal
Removed micro-clusters: 20 label: 4 category: normal
Removed micro-clusters: 23 label: 4 category: normal
Removed micro-clusters: 25 label: 4 category: normal
Removed micro-clusters: 25 label: 4 category: normal
Removed micro-clusters: 27 label: 4 category: normal
Removed micro-clusters: 29 label: 4 category: normal
Timestamp: 2500 - removed micro-clusters: 55 - model's size [4]:32
Timestamp: 2500 - removed micro-clusters: 55 - model's size [NP7]:1
Timestamp: 2500 - removed micro-clusters: 55 - model's size [NP6]:1
Timestamp: 2500 - removed micro-clusters: 55 - model's size [NP9]:1
Timestamp: 2500 - removed micro-clusters: 55 - model's size [NP8]:1
Timestamp: 2500 - removed micro-clusters: 55 - model's size [NP30]:1
Thinking np: N NP30 - 5 examples

Thinking np: N NP30 - 4 examples


Thinking np: N NP30 - 4 examples

Removed examples from short-time-memory: 2171	 True labels: [0]
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP13]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP35]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP14]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP36]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP15]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP16]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP31]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP10]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP32]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP11]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP33]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP12]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP34]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP17]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP18]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP19]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP24]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP25]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP26]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP27]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP20]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP21]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP22]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP23]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP28]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP29]:1
Timestamp: 3000 - removed micro-clusters: 0 - model's size [NP1]:1
Removed micro-clusters: 1 label: 0 category: normal
Removed micro-clusters: 1 label: 0 category: normal
Removed micro-clusters: 3 label: 0 category: normal
Removed micro-clusters: 5 label: 0 category: normal
Removed micro-clusters: 8 label: 0 category: normal
Removed micro-clusters: 10 label: 0 category: normal
Removed micro-clusters: 10 label: 0 category: normal
Removed micro-clusters: 12 label: 0 category: normal
Removed micro-clusters: 12 label: 0 category: normal
Timestamp: 3000 - removed micro-clusters: 9 - model's size [0]:12
Timestamp: 3000 - removed micro-clusters: 9 - model's size [NP3]:1
Removed micro-clusters: 0 label: 1 category: normal
Removed micro-clusters: 3 label: 1 category: normal
Removed micro-clusters: 5 label: 1 category: normal
Removed micro-clusters: 8 label: 1 category: normal
Removed micro-clusters: 14 label: 1 category: normal
Removed micro-clusters: 18 label: 1 category: normal
Removed micro-clusters: 21 label: 1 category: normal
Removed micro-clusters: 21 label: 1 category: normal
Timestamp: 3000 - removed micro-clusters: 17 - model's size [1]:22
Timestamp: 3000 - removed micro-clusters: 17 - model's size [NP2]:1
Removed micro-clusters: 5 label: 2 category: normal
Removed micro-clusters: 5 label: 2 category: normal
Removed micro-clusters: 5 label: 2 category: normal
Removed micro-clusters: 6 label: 2 category: normal
Removed micro-clusters: 6 label: 2 category: normal
Removed micro-clusters: 6 label: 2 category: normal
Removed micro-clusters: 7 label: 2 category: normal
Removed micro-clusters: 12 label: 2 category: normal
Timestamp: 3000 - removed micro-clusters: 25 - model's size [2]:15
Timestamp: 3000 - removed micro-clusters: 25 - model's size [NP5]:1
Removed micro-clusters: 2 label: 3 category: normal
Removed micro-clusters: 8 label: 3 category: normal
Removed micro-clusters: 8 label: 3 category: normal
Removed micro-clusters: 11 label: 3 category: normal
Removed micro-clusters: 12 label: 3 category: normal
Removed micro-clusters: 14 label: 3 category: normal
Timestamp: 3000 - removed micro-clusters: 31 - model's size [3]:19
Timestamp: 3000 - removed micro-clusters: 31 - model's size [NP4]:1
Removed micro-clusters: 1 label: 4 category: normal
Removed micro-clusters: 1 label: 4 category: normal
Removed micro-clusters: 3 label: 4 category: normal
Removed micro-clusters: 3 label: 4 category: normal
Removed micro-clusters: 11 label: 4 category: normal
Removed micro-clusters: 11 label: 4 category: normal
Removed micro-clusters: 11 label: 4 category: normal
Removed micro-clusters: 11 label: 4 category: normal
Removed micro-clusters: 22 label: 4 category: normal
Timestamp: 3000 - removed micro-clusters: 40 - model's size [4]:23
Timestamp: 3000 - removed micro-clusters: 40 - model's size [NP7]:1
